"name","latitude","longitude","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","precip","preciptype","snow","snowdepth","cloudcover","conditions","description","city","country","id","location","temp_diff_max","temp_diff_min","temp_diff"
"Podgorica, Crna Gora",42.435,19.264,"2004-12-25",13.1,-1.9,4.3,13.1,-4.7,3.7,0,"",0,0,67.9,"Partially cloudy","Partly cloudy throughout the day.","Podgorica","Montenegro",45,"Podgorica, Montenegro",8.8,6.2,2.6
"Boston, MA, United States",42.359,-71.057,"2004-12-25",0,-4.5,-2.6,-3.1,-9.6,-6.9,0,"",0.6,0.2,40.3,"Partially cloudy","Becoming cloudy in the afternoon.","Boston (MA)","USA",68,"Boston (MA), USA",2.6,1.9,0.7
"Detroit, MI, United States",42.332,-83.048,"2004-12-25",-8.1,-17.8,-13.3,-8.1,-23.3,-17.7,0,"",0.4,10,80.5,"Partially cloudy","Partly cloudy throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",5.2,4.5,0.700000000000001
"Скопје, Северна Македонија",41.995,21.43,"2004-12-25",-1.8,-6.1,-3.6,-1.8,-6.1,-3.6,0,"",0,1.2,62.7,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",1.8,2.5,0.7
"Chicago, IL, United States",41.884,-87.632,"2004-12-25",-6.9,-11.9,-9.4,-9.9,-20.8,-15.9,0.138,"snow",0,0,98.2,"Snow, Overcast","Cloudy skies throughout the day with late afternoon snow.","Chicago (IL)","USA",58,"Chicago (IL), USA",2.5,2.5,0
"თბილისი, Georgia",41.709,44.796,"2004-12-25",10.1,2.1,5.4,10.1,-1.4,3,0,"",0,0,83,"Partially cloudy","Partly cloudy throughout the day.","Tbilisi","Georgia",26,"Tbilisi, Georgia",4.7,3.3,1.4
"Toshkent, O'zbekiston",41.326,69.241,"2004-12-25",11.1,-1.9,3.6,11.1,-3.6,2.9,0,"",0,0,26.7,"Partially cloudy","Partly cloudy throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",7.5,5.5,2
"Tiranë, Shqipëria",41.322,19.825,"2004-12-25",15.8,-3.9,3.9,15.8,-6.3,2.7,0,"",0,0,46.1,"Partially cloudy","Partly cloudy throughout the day.","Tirana","Albania",41,"Tirana, Albania",11.9,7.8,4.1
"New York, NY, United States",40.715,-74.007,"2004-12-25",0.3,-3.8,-2.1,0.1,-9.2,-6.3,0,"",0,0,26.2,"Partially cloudy","Partly cloudy throughout the day.","New York (NY)","USA",57,"New York (NY), USA",2.4,1.7,0.7
"Երևան, Հայաստան",40.179,44.513,"2004-12-25",2.1,-6.9,-3.7,2.1,-10.6,-5.1,0,"",,,43.4,"Partially cloudy","Clearing in the afternoon.","Yerevan","Armenia",28,"Yerevan, Armenia",5.8,3.2,2.6
"Columbus, OH, United States",39.962,-83.003,"2004-12-25",-4.2,-19.7,-11.8,-4.2,-19.7,-12.6,0,"",0,3.5,64.7,"Partially cloudy","Partly cloudy throughout the day.","Columbus (OH)","USA",60,"Columbus (OH), USA",7.6,7.9,0.299999999999998
"Philadelphia, PA, United States",39.952,-75.162,"2004-12-25",-0.9,-5.7,-3.3,-3.8,-11.3,-7.8,0,"",0,0,15.4,"Clear","Clear conditions throughout the day.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",2.4,2.4,4.44089209850063e-16
"Ankara, Türkiye",39.921,32.854,"2004-12-25",1,-4.7,-0.8,1,-4.7,-1.2,0,"",,,57.3,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",1.8,3.9,2.1
"中国北京",39.907,116.388,"2004-12-25",-4.1,-9.9,-7.5,-4.9,-9.9,-7.8,0,"",,,37,"Partially cloudy","Partly cloudy throughout the day.","Beijing","China",2,"Beijing, China",3.4,2.4,1
"Indianapolis, IN, United States",39.767,-86.15,"2004-12-25",-6.6,-19.8,-12.5,-10.4,-27,-18.7,0,"",2.3,17.6,82.8,"Partially cloudy","Partly cloudy throughout the day.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",5.9,7.3,1.4
"Denver, CO, United States",39.74,-104.992,"2004-12-25",8.5,-2.2,1.7,7.5,-7.8,-2.5,0,"",0,0,59.6,"Partially cloudy","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",6.8,3.9,2.9
"Pyongyang, North Korea",39.012,125.787,"2004-12-25",-2.3,-7.8,-5.6,-5.9,-9.4,-7.1,0,"",,,50.5,"Partially cloudy","Partly cloudy throughout the day.","Pyongyang","North Korea",10,"Pyongyang, North Korea",3.3,2.2,1.1
"Washington, DC, United States",38.89,-77.032,"2004-12-25",0,-4.5,-2.8,0,-10.3,-7,0,"",0,0,34.7,"Partially cloudy","Partly cloudy throughout the day.","Washington (DC)","USA",67,"Washington (DC), USA",2.8,1.7,1.1
"Dushanbe, Tajikistan",38.568,68.772,"2004-12-25",11.1,-0.9,4.1,11.1,-2.4,3.3,0,"",0,0,19.1,"Clear","Clear conditions throughout the day.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",7,5,2
"Louisville, KY, United States",38.255,-85.767,"2004-12-25",-3.4,-16.3,-9.4,-3.4,-16.3,-11.1,0,"",0,2.7,55.8,"Partially cloudy","Partly cloudy throughout the day.","Louisville (KY)","USA",72,"Louisville (KY), USA",6,6.9,0.9
"Ashgabat, Turkmenistan",37.951,58.39,"2004-12-25",13.1,-0.9,4.6,13.1,-4.6,3.2,,"",0,0,63.8,"Partially cloudy","Partly cloudy throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",8.5,5.5,3
"South Korea South Korea Seoul",37.559,127,"2004-12-25",1.7,-6.8,-2,-1.3,-7,-4.6,0,"",0,0,39.4,"Partially cloudy","Partly cloudy throughout the day.","Seoul","South Korea",1,"Seoul, South Korea",3.7,4.8,1.1
"Nashville, TN, United States",36.168,-86.778,"2004-12-25",0.7,-9.3,-4.8,0.1,-9.3,-5.1,0,"",0,0,53,"Partially cloudy","Partly cloudy throughout the day.","Nashville (TN)","USA",66,"Nashville (TN), USA",5.5,4.5,0.999999999999999
"Oklahoma City, OK, United States",35.472,-97.521,"2004-12-25",10.4,-7.1,-0.2,10.4,-14.3,-4.5,0,"",0,0,11.9,"Clear","Clear conditions throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",10.6,6.9,3.7
"Charlotte, NC, United States",35.223,-80.838,"2004-12-25",2.2,-2.8,-0.5,-1.2,-6.5,-4.3,0,"",0,0,94.2,"Overcast","Cloudy skies throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",2.7,2.3,0.4
"Memphis, TN, United States",35.15,-90.049,"2004-12-25",0.9,-9.6,-4.6,0.3,-12.8,-5.4,0,"",0,1.1,29.1,"Partially cloudy","Partly cloudy throughout the day.","Memphis (TN)","USA",70,"Memphis (TN), USA",5.5,5,0.5
"Kathmandu, Bagmati, Nepal",27.693,85.322,"2004-12-25",19.1,2.1,12.9,19.1,2.1,12.9,0,"",,,32.2,"Partially cloudy","Partly cloudy throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",6.2,10.8,4.6
"Thimphu, Bhutan",27.468,89.662,"2004-12-25",-2.8,-15.3,-8.6,-9.3,-15.3,-11.8,0,"",,,6.3,"Clear","Clear conditions throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",5.8,6.7,0.900000000000001
"Reykjavíkurborg, Ísland",64.146,-21.94,"2005-12-25",10,2.1,6.9,10,-0.7,3.7,15.299,"rain",0,0,97.9,"Rain, Overcast","Cloudy skies throughout the day with rain.","Reykjavík","Iceland",47,"Reykjavík, Iceland",3.1,4.8,1.7
"Anchorage, AK, United States",61.218,-149.858,"2005-12-25",-1.6,-4.3,-3,-1.6,-7.7,-3.6,0,"",1.1,12.1,83.7,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",1.4,1.3,0.1
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"2005-12-25",0.3,-5.1,-1.5,-3.5,-8.8,-6.2,2.907,"rain,snow",3.8,8,85.1,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain or snow.","Helsinki","Finland",24,"Helsinki, Finland",1.8,3.6,1.8
"Oslo, Norge",59.912,10.75,"2005-12-25",3.3,-1.5,2,-0.8,-4,-2.3,0.005,"rain,snow",0,4.1,53.3,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Oslo","Norway",30,"Oslo, Norway",1.3,3.5,2.2
"Tallinn, Eesti",59.436,24.753,"2005-12-25",1,-1.9,-0.7,-1.4,-7.1,-4.6,0.022,"rain,snow",1.3,6.1,90.8,"Snow, Rain, Overcast","Cloudy skies throughout the day with morning rain or snow.","Tallinn","Estonia",40,"Tallinn, Estonia",1.7,1.2,0.5
"Stockholm, Stockholms län, Sverige",59.333,18.067,"2005-12-25",2,-3,-0.6,-3.8,-9.5,-6.4,0.229,"rain,snow",0,0,70.8,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Stockholm","Sweden",17,"Stockholm, Sweden",2.6,2.4,0.2
"Rīga, Latvija",56.946,24.115,"2005-12-25",2.1,-2.9,0.7,0.1,-6,-2.5,0.5,"rain,snow",,,95,"Snow, Rain, Overcast","Cloudy skies throughout the day with late afternoon rain or snow.","Riga","Latvia",32,"Riga, Latvia",1.4,3.6,2.2
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"2005-12-25",-9.6,-14.9,-12.1,-10.5,-20.4,-16.7,,"",0,35.7,93.5,"Overcast","Cloudy skies throughout the day.","Moscow","Russia",3,"Moscow, Russia",2.5,2.8,0.300000000000001
"København, Hovedstaden, Danmark",55.676,12.568,"2005-12-25",3.8,-0.8,1.3,0,-4.9,-2.6,0,"",0,0,10.1,"Clear","Clear conditions throughout the day.","Copenhagen","Denmark",22,"Copenhagen, Denmark",2.5,2.1,0.4
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"2005-12-25",0.1,-2.9,-0.9,0.1,-7.1,-3.8,3.5,"rain,snow",0,11.2,97,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Vilnius","Lithuania",36,"Vilnius, Lithuania",1,2,1
"Мінск, Беларусь",53.904,27.566,"2005-12-25",-2,-4,-3.6,-3,-9.9,-6.4,,"",2,12.6,99.6,"Overcast","Cloudy skies throughout the day.","Minsk","Belarus",12,"Minsk, Belarus",1.6,0.4,1.2
"Edmonton, AB, Canada",53.546,-113.49,"2005-12-25",6.1,0,3.1,5.2,-2.3,2.4,0.001,"rain",0,0,,"Rain","Partly cloudy throughout the day with afternoon rain.","Edmonton","Canada",53,"Edmonton, Canada",3,3.1,0.100000000000001
"Dublin, Ireland",53.348,-6.248,"2005-12-25",8,1.6,5.1,6.2,0,3,0,"",,,68.8,"Partially cloudy","Partly cloudy throughout the day.","Dublin","Ireland",25,"Dublin, Ireland",2.9,3.5,0.599999999999999
"Berlin, Deutschland",52.516,13.377,"2005-12-25",5.1,-0.1,2.1,1.1,-4.3,-1.8,,"",0.5,0.2,62.6,"Partially cloudy","Partly cloudy throughout the day.","Berlin","Germany",7,"Berlin, Germany",3,2.2,0.799999999999999
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"2005-12-25",7.4,2.9,5.1,4.9,0,2.6,0.114,"rain",0,0,64.9,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",2.3,2.2,0.100000000000001
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"2005-12-25",4.6,0.3,2,0,-4.1,-2.3,0.483,"rain",0,0,92.9,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Warsaw","Poland",15,"Warsaw, Poland",2.6,1.7,0.9
"London, England, United Kingdom",51.506,-0.127,"2005-12-25",6,0.1,3.3,3.1,-0.3,1.7,0.018,"rain",0,0,58.2,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.","London","United Kingdom",4,"London, United Kingdom",2.7,3.2,0.5
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"2005-12-25",-5.9,-10.9,-9,-12.9,-20,-17.4,0.5,"snow",0,0,98.3,"Snow, Overcast","Cloudy skies throughout the day with early morning snow.","Astana","Kazakhstan",29,"Astana, Kazakhstan",3.1,1.9,1.2
"Calgary, AB, Canada",51.045,-114.063,"2005-12-25",13.1,4.3,8.6,13.1,2,7.3,0,"",0,0,,"Clear","Partly cloudy throughout the day.","Calgary","Canada",52,"Calgary, Canada",4.5,4.3,0.2
"Brussels, Belgium",50.844,4.356,"2005-12-25",6.9,1.3,4.7,5.5,-0.3,3.2,0.021,"rain",0,0,60.6,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Brussels","Belgium",16,"Brussels, Belgium",2.2,3.4,1.2
"Київ, Україна",50.451,30.524,"2005-12-25",-1,-4,-2.6,-1,-9.9,-6.3,1.8,"rain,snow",0,7,99.1,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Kyiv","Ukraine",9,"Kyiv, Ukraine",1.6,1.4,0.2
"Praha, Hlavní město Praha, Česko",50.079,14.433,"2005-12-25",4.3,-2.9,1.9,0.6,-5.6,-1.4,0.003,"rain",0,0.3,62.6,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","Prague","Czechia",23,"Prague, Czechia",2.4,4.8,2.4
"Winnipeg, MB, Canada",49.9,-97.141,"2005-12-25",-0.9,-2,-1.4,-0.9,-6,-3.1,0.465,"rain,snow",0.2,6.9,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with late afternoon rain or snow.","Winnipeg","Canada",55,"Winnipeg, Canada",0.5,0.6,0.1
"Luxembourg, Luxembourg",49.61,6.13,"2005-12-25",5,0.1,3.4,4.1,-2.3,1.5,0,"",0,0,83.3,"Partially cloudy","Partly cloudy throughout the day.","Luxembourg","Luxembourg",48,"Luxembourg, Luxembourg",1.6,3.3,1.7
"Vancouver, BC, Canada",49.26,-123.113,"2005-12-25",12.1,9,10.6,12.1,6.9,10.1,15.663,"rain",0,0,,"Rain","Partly cloudy throughout the day with a chance of rain throughout the day.","Vancouver","Canada",56,"Vancouver, Canada",1.5,1.6,0.0999999999999996
"Paris, Île-de-France, France",48.857,2.341,"2005-12-25",7.3,3.6,6.2,6.6,0.2,4,0.007,"rain",0,0,77.9,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","Paris","France",5,"Paris, France",1.1,2.6,1.5
"Wien, Österreich",48.203,16.368,"2005-12-25",6.7,0.7,4.4,3.5,-1.9,1.4,1.999,"rain",0,0,76.4,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Vienna","Austria",13,"Vienna, Austria",2.3,3.7,1.4
"Bratislava, Bratislavský kraj, Slovenská Republika",48.149,17.107,"2005-12-25",5.1,0,3.8,3.7,-3,0.7,0.123,"rain",0,0,73.9,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Bratislava","Slovakia",39,"Bratislava, Slovakia",1.3,3.8,2.5
"Ulaanbaatar, Mongolia",47.922,106.918,"2005-12-25",-11.9,-25.9,-19.6,-11.9,-29.9,-21.2,0,"",0,1,45,"Partially cloudy","Partly cloudy throughout the day.","Ulaanbaatar","Mongolia",20,"Ulaanbaatar, Mongolia",7.7,6.3,1.4
"Seattle, WA, United States",47.604,-122.329,"2005-12-25",13.8,9.5,11.4,13.8,8.7,11.3,21.164,"rain",,,93.4,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Seattle (WA)","USA",63,"Seattle (WA), USA",2.4,1.9,0.5
"Budapest, Magyarország",47.5,19.055,"2005-12-25",5.9,0.8,3.9,2.3,-2.2,0.5,0,"",0,0,61.6,"Partially cloudy","Partly cloudy throughout the day.","Budapest","Hungary",8,"Budapest, Hungary",2,3.1,1.1
"Chișinău, Moldova",47.025,28.832,"2005-12-25",3.1,-3.1,0,2.1,-7.1,-2.6,0,"",0,0,97.7,"Overcast","Cloudy skies throughout the day.","Chisinau","Moldova",37,"Chisinau, Moldova",3.1,3.1,0
"Bern, BE, Schweiz",46.948,7.44,"2005-12-25",0.5,-1.5,-0.3,0.2,-3,-1.5,0,"",0,0,100,"Overcast","Cloudy skies throughout the day.","Bern","Switzerland",46,"Bern, Switzerland",0.8,1.2,0.4
"Ljubljana, Slovenija",46.051,14.503,"2005-12-25",6.7,-3.3,2.9,6.7,-4,2.3,0.795,"snow",0,0.6,95.7,"Snow, Overcast","Cloudy skies throughout the day with late afternoon snow.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",3.8,6.2,2.4
"Zagreb, Hrvatska",45.807,15.968,"2005-12-25",5.1,1.1,2.7,5.1,-2.7,1.3,,"",0.5,2.6,0,"Clear","Clear conditions throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",2.4,1.6,0.799999999999999
"Montréal, QC, Canada",45.512,-73.555,"2005-12-25",2,-0.9,0.5,2,-5.5,-2.2,5.011,"rain,snow",0,9.8,94.2,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow in the morning and afternoon.","Montréal","Canada",51,"Montréal, Canada",1.5,1.4,0.1
"Portland, OR, United States",45.512,-122.676,"2005-12-25",15.5,8.4,10.7,15.5,4.7,9.2,5.176,"rain",0,0,96.1,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Portland (OR)","USA",69,"Portland (OR), USA",4.8,2.3,2.5
"Ottawa, ON, Canada",45.422,-75.691,"2005-12-25",1.7,0.5,0.9,-1.4,-4,-2.9,9.446,"rain,snow",0,13.4,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Ottawa","Canada",54,"Ottawa, Canada",0.8,0.4,0.4
"Београд, Централна Србија, Србија",44.813,20.463,"2005-12-25",7.1,2.1,3.8,4.9,-1.5,1.7,2,"rain",,,59.4,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.","Belgrade","Serbia",21,"Belgrade, Serbia",3.3,1.7,1.6
"București, România",44.434,26.103,"2005-12-25",4.6,-2.1,0.5,2.8,-6,-2.3,0,"",0,0.8,64.5,"Partially cloudy","Partly cloudy throughout the day.","Bucharest","Romania",14,"Bucharest, Romania",4.1,2.6,1.5
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"2005-12-25",2.1,-4.9,-2.7,2.1,-4.9,-2.7,1.002,"rain,snow",0,5.6,88.5,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",4.8,2.2,2.6
"Toronto, ON, Canada",43.649,-79.385,"2005-12-25",4.7,1.3,3.7,1.7,-4.3,-0.6,3.4,"rain",0,2.4,72.9,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Toronto","Canada",50,"Toronto, Canada",1,2.4,1.4
"Bishkek, Kyrgyzstan",42.884,74.603,"2005-12-25",8.7,0.1,3.4,8.7,-2.3,2.2,0,"",0,0,79.6,"Partially cloudy","Partly cloudy throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",5.3,3.3,2
"София, България",42.697,23.324,"2005-12-25",2.1,-3.6,-0.4,1.1,-7.4,-3.2,0.066,"rain,snow",0,16.9,84.9,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Sofia","Bulgaria",18,"Sofia, Bulgaria",2.5,3.2,0.7
"Prishtinë, Kosovë",42.672,21.162,"2005-12-25",1.1,-2.9,-0.6,1.1,-6,-0.8,,"",,,90,"Partially cloudy","Partly cloudy throughout the day.","Pristina","Kosovo",44,"Pristina, Kosovo",1.7,2.3,0.6
"Podgorica, Crna Gora",42.435,19.264,"2005-12-25",3.5,-1.9,1.3,3.5,-2.8,1.1,1.999,"rain,snow",0,0,87.1,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain or snow.","Podgorica","Montenegro",45,"Podgorica, Montenegro",2.2,3.2,1
"Boston, MA, United States",42.359,-71.057,"2005-12-25",6.8,-0.5,3.7,5.3,-3.3,2.1,3.468,"rain",0,2.4,84.9,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","Boston (MA)","USA",68,"Boston (MA), USA",3.1,4.2,1.1
"Detroit, MI, United States",42.332,-83.048,"2005-12-25",2.6,1,1.9,2.1,-3.6,-0.8,14.63,"rain,snow",0.2,5.5,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",0.7,0.9,0.2
"Скопје, Северна Македонија",41.995,21.43,"2005-12-25",1.1,-6,-0.7,1.1,-6,-1.1,0,"",13,8,83.9,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",1.8,5.3,3.5
"Chicago, IL, United States",41.884,-87.632,"2005-12-25",2.7,0.7,1.6,-2.1,-4.7,-3.5,1.319,"rain,snow",0,1.3,99.4,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow clearing later.","Chicago (IL)","USA",58,"Chicago (IL), USA",1.1,0.9,0.2
"თბილისი, Georgia",41.709,44.796,"2005-12-25",3.5,1,2.2,3.5,-3.1,-0.6,10.879,"rain,snow",3.3,47.4,98.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Tbilisi","Georgia",26,"Tbilisi, Georgia",1.3,1.2,0.0999999999999996
"Toshkent, O'zbekiston",41.326,69.241,"2005-12-25",16.8,8.3,12,16.8,6,11.8,0.494,"rain",0,0,84.8,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",4.8,3.7,1.1
"Tiranë, Shqipëria",41.322,19.825,"2005-12-25",6.9,-10.9,0.5,6.9,-15.6,-1.3,0,"",40.2,25.4,84.6,"Partially cloudy","Partly cloudy throughout the day.","Tirana","Albania",41,"Tirana, Albania",6.4,11.4,5
"New York, NY, United States",40.715,-74.007,"2005-12-25",11.1,2.9,6,11.1,1,4.3,21.326,"rain",0,0,85,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","New York (NY)","USA",57,"New York (NY), USA",5.1,3.1,2
"Երևան, Հայաստան",40.179,44.513,"2005-12-25",6.1,1,4.2,6.1,-1.3,2.6,0,"",0,4,93.7,"Overcast","Cloudy skies throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",1.9,3.2,1.3
"Columbus, OH, United States",39.962,-83.003,"2005-12-25",8.2,1.1,5.1,6.1,-3.1,2.9,12.3,"rain",0,0,100,"Rain, Overcast","Cloudy skies throughout the day with rain.","Columbus (OH)","USA",60,"Columbus (OH), USA",3.1,4,0.9
"Philadelphia, PA, United States",39.952,-75.162,"2005-12-25",10,-2.6,2.9,10,-4.2,1.5,9.903,"rain",0,0,68.4,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",7.1,5.5,1.6
"Ankara, Türkiye",39.921,32.854,"2005-12-25",-2,-11.3,-5.8,-3,-11.3,-7,0,"",,,46.2,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",3.8,5.5,1.7
"中国北京",39.907,116.388,"2005-12-25",4.4,-4.9,0.1,4.4,-10.4,-2.9,0,"",,,1,"Clear","Clear conditions throughout the day.","Beijing","China",2,"Beijing, China",4.3,5,0.699999999999999
"Indianapolis, IN, United States",39.767,-86.15,"2005-12-25",4.5,0.8,2.6,4.4,-4.8,-0.9,34.6,"rain,snow",0.2,0.4,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",1.9,1.8,0.0999999999999999
"Denver, CO, United States",39.74,-104.992,"2005-12-25",18.3,2.2,8.7,18.3,-1.3,6.7,0,"",0,0,60.4,"Partially cloudy","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",9.6,6.5,3.1
"Pyongyang, North Korea",39.012,125.787,"2005-12-25",-0.8,-8.2,-4.1,-4.4,-14,-9.4,1.343,"snow",,,43.5,"Snow, Partially cloudy","Partly cloudy throughout the day with morning snow.","Pyongyang","North Korea",10,"Pyongyang, North Korea",3.3,4.1,0.8
"Washington, DC, United States",38.89,-77.032,"2005-12-25",6.1,-1.2,3.1,5.6,-3.9,1.8,19.451,"rain",0,0,80.1,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Washington (DC)","USA",67,"Washington (DC), USA",3,4.3,1.3
"Dushanbe, Tajikistan",38.568,68.772,"2005-12-25",16.1,7.1,12.3,16.1,7.1,12.2,0,"",0,0,99.6,"Overcast","Cloudy skies throughout the day.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",3.8,5.2,1.4
"Louisville, KY, United States",38.255,-85.767,"2005-12-25",8.3,1.9,6.2,6.9,-3.2,3.4,9.877,"rain,snow",0,0,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Louisville (KY)","USA",72,"Louisville (KY), USA",2.1,4.3,2.2
"Ashgabat, Turkmenistan",37.951,58.39,"2005-12-25",12.1,4.9,7.5,12.1,3.4,6.7,,"",0,0,68.7,"Partially cloudy","Partly cloudy throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",4.6,2.6,2
"South Korea South Korea Seoul",37.559,127,"2005-12-25",3,-7.5,-1.7,-2.1,-12.4,-6.2,0.513,"rain,snow",0,0,67.7,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Seoul","South Korea",1,"Seoul, South Korea",4.7,5.8,1.1
"Nashville, TN, United States",36.168,-86.778,"2005-12-25",9.3,3.3,6.7,7.7,-1.5,3.9,0.315,"rain",0,0,99.2,"Rain, Overcast","Cloudy skies throughout the day with rain.","Nashville (TN)","USA",66,"Nashville (TN), USA",2.6,3.4,0.8
"Oklahoma City, OK, United States",35.472,-97.521,"2005-12-25",15.8,2.2,8.2,15.8,-1.1,6.1,0,"",0,0,6.7,"Clear","Clear conditions throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",7.6,6,1.6
